checkpoint_name,precision,recall,f1
heb/checkpoint_1_50.pt,0.2468292872704638,0.30053688141923435,0.2710481885161993
heb/checkpoint_1_100.pt,0.2562636165577342,0.31022408963585435,0.2806738655904639
heb/checkpoint_1_150.pt,0.27178649237472763,0.3243464052287582,0.2957493946261312
heb/checkpoint_1_200.pt,0.30666433239962654,0.35982726423902894,0.33112551853184435
heb/checkpoint_1_250.pt,0.3852707749766572,0.44432773109243695,0.41269719761849577
heb/checkpoint_1_300.pt,0.45650482415188265,0.536531279178338,0.49329347932447526
heb/checkpoint_1_350.pt,0.4941878547546842,0.6033356659668766,0.5433344303457571
heb/checkpoint_1_400.pt,0.5198726905759974,0.6547508150908244,0.5795679488039192
heb/checkpoint_1_450.pt,0.5420306691449812,0.7001626394052045,0.6110315058612903
heb/checkpoint_1_500.pt,0.548987322201608,0.7108070500927643,0.6195043693071339
heb/checkpoint1.pt,0.5487167594310453,0.7162569573283859,0.6213918776937183
heb/checkpoint_2_550.pt,0.5495749285107041,0.7169023881289126,0.6221849748568575
heb/checkpoint_2_600.pt,0.5507375656472041,0.7224281742354032,0.6250063468877912
heb/checkpoint_2_650.pt,0.5453892493049118,0.718141797961075,0.6199559827705924
heb/checkpoint_2_700.pt,0.5554307549791571,0.7391153311718388,0.6342414392214387
heb/checkpoint_2_750.pt,0.5560609567901234,0.747337962962963,0.6376642736661021
heb/checkpoint_2_800.pt,0.5600438509508385,0.758792225821379,0.6444423650596869
heb/checkpoint_2_850.pt,0.5581657072277731,0.7553265400648448,0.6419487793585402
heb/checkpoint_2_900.pt,0.5523126260455583,0.7548021291367739,0.6378732156996543
heb/checkpoint_2_950.pt,0.55113900357831,0.7543352601156069,0.6369234464228039
heb/checkpoint_2_1000.pt,0.553708907770468,0.7653320990511455,0.6425443916537767
heb/checkpoint_2_1050.pt,0.5577217402777324,0.772685292080351,0.6478369029998805
heb/checkpoint2.pt,0.5541111550806844,0.7727377654662974,0.6454127657887118
heb/checkpoint_3_1100.pt,0.555528232549952,0.7720656192236599,0.6461377450443978
heb/checkpoint_3_1150.pt,0.5604713482342328,0.77813727755951,0.6516074088593142
heb/checkpoint_3_1200.pt,0.5500099091659788,0.7642774566473989,0.6396777226083907
heb/checkpoint_3_1250.pt,0.5581197567921192,0.7775340567998152,0.6498047836387703
heb/checkpoint_3_1300.pt,0.563730012300124,0.7870156826568265,0.6569176746162619
heb/checkpoint_3_1350.pt,0.5627790608160129,0.7823325635103926,0.6546376930741978
heb/checkpoint_3_1400.pt,0.5576313562581744,0.778790676205862,0.6499116154396117
heb/checkpoint_3_1450.pt,0.5613779830638959,0.7842956120092379,0.6543730818641521
heb/checkpoint_3_1500.pt,0.555416859300355,0.7778548312528895,0.6480804931616211
