checkpoint_name,precision,recall,f1
mal/checkpoint_1_50.pt,0.21145038167938932,0.3969465648854962,0.2759201969216623
mal/checkpoint_1_100.pt,0.23307888040712466,0.4351145038167939,0.3035528450085173
mal/checkpoint_1_150.pt,0.27951653944020355,0.5114503816793893,0.36147868378626935
mal/checkpoint_1_200.pt,0.3017811704834606,0.5572519083969466,0.39152888824572196
mal/checkpoint_1_250.pt,0.32322791712104687,0.6030534351145038,0.4208736476758628
mal/checkpoint_1_300.pt,0.3397673573246093,0.6335877862595419,0.4423307344488135
mal/checkpoint_1_350.pt,0.35610687022900767,0.6793893129770993,0.4672836188777248
mal/checkpoint_1_400.pt,0.354525627044711,0.6870229007633588,0.4677021150417086
mal/checkpoint_1_450.pt,0.36470374409305717,0.7175572519083969,0.4836094386455479
mal/checkpoint_1_500.pt,0.37768084332969837,0.7480916030534351,0.5019484504827376
mal/checkpoint_1_550.pt,0.3938295165394403,0.7938931297709924,0.5264841054482583
mal/checkpoint1.pt,0.3976463104325701,0.8015267175572519,0.531573233404104
mal/checkpoint_2_600.pt,0.3979007633587787,0.7938931297709924,0.5301095838502864
mal/checkpoint_2_650.pt,0.3953562340966922,0.7938931297709924,0.5278465687645593
mal/checkpoint_2_700.pt,0.3982824427480917,0.8015267175572519,0.5321413264011405
mal/checkpoint_2_750.pt,0.3868320610687024,0.7786259541984732,0.5168740164271509
mal/checkpoint_2_800.pt,0.3893765903307889,0.7786259541984732,0.5191405114807316
mal/checkpoint_2_850.pt,0.38530534351145046,0.7633587786259542,0.5121187486445594
mal/checkpoint_2_900.pt,0.3716921119592876,0.732824427480916,0.4932204261672513
mal/checkpoint_2_950.pt,0.3729643765903308,0.732824427480916,0.4943392531002256
mal/checkpoint_2_1000.pt,0.37932569974554714,0.7480916030534351,0.5033989989288083
mal/checkpoint_2_1050.pt,0.37385496183206113,0.732824427480916,0.4951209013399257
mal/checkpoint_2_1100.pt,0.37639949109414766,0.7404580152671756,0.4990932478596432
mal/checkpoint2.pt,0.3776717557251909,0.7557251908396947,0.5036471300460535
mal/checkpoint_3_1150.pt,0.37321882951653956,0.7404580152671756,0.49628916154367053
mal/checkpoint_3_1200.pt,0.37194656488549627,0.7404580152671756,0.4951630371438413
mal/checkpoint_3_1250.pt,0.3626590330788805,0.7251908396946565,0.4835171015846135
mal/checkpoint_3_1300.pt,0.36685750636132325,0.732824427480916,0.488945273706536
mal/checkpoint_3_1350.pt,0.3674936386768448,0.7404580152671756,0.49120123490824746
mal/checkpoint_3_1400.pt,0.36685750636132325,0.732824427480916,0.488945273706536
mal/checkpoint_3_1450.pt,0.36647582697201025,0.732824427480916,0.4886061601432276
mal/checkpoint_3_1500.pt,0.36255301102629356,0.7251908396946565,0.48342286159691367
